# Ea rad s(Ea,rad)
7.348485e+01 2.000000e+00 3.548749e-01
7.348485e+01 3.000000e+00 3.656220e-01
7.348485e+01 4.000000e+00 3.756955e-01
7.348485e+01 5.000000e+00 3.897248e-01
7.348485e+01 6.000000e+00 4.153919e-01
7.348485e+01 7.000000e+00 4.172754e-01
7.348485e+01 8.000000e+00 3.599476e-01
7.348485e+01 9.000000e+00 3.097942e-01
7.348485e+01 1.000000e+01 2.851895e-01
7.348485e+01 1.100000e+01 2.748761e-01
7.348485e+01 1.200000e+01 2.727852e-01
7.348485e+01 1.300000e+01 2.750224e-01
7.348485e+01 1.400000e+01 2.810208e-01
7.348485e+01 1.500000e+01 2.868002e-01
7.348485e+01 1.600000e+01 2.955001e-01
7.348485e+01 1.700000e+01 3.025819e-01
7.348485e+01 1.800000e+01 3.128913e-01
7.348485e+01 1.900000e+01 3.142513e-01
7.348485e+01 2.000000e+01 3.099361e-01
7.650505e+01 0.000000e+00 3.632612e-01
7.650505e+01 1.000000e+00 3.677258e-01
7.650505e+01 2.000000e+00 3.738039e-01
7.650505e+01 3.000000e+00 3.840412e-01
7.650505e+01 4.000000e+00 3.934333e-01
7.650505e+01 5.000000e+00 4.064344e-01
7.650505e+01 6.000000e+00 4.295872e-01
7.650505e+01 7.000000e+00 4.268931e-01
7.650505e+01 8.000000e+00 3.646905e-01
7.650505e+01 9.000000e+00 3.125318e-01
7.650505e+01 1.000000e+01 2.871928e-01
7.650505e+01 1.100000e+01 2.765608e-01
7.650505e+01 1.200000e+01 2.743187e-01
7.650505e+01 1.300000e+01 2.764610e-01
7.650505e+01 1.400000e+01 2.824044e-01
7.650505e+01 1.500000e+01 2.880330e-01
7.650505e+01 1.600000e+01 2.965516e-01
7.650505e+01 1.700000e+01 3.032635e-01
7.650505e+01 1.800000e+01 3.128998e-01
7.650505e+01 1.900000e+01 3.129436e-01
7.650505e+01 2.000000e+01 3.075055e-01
7.952525e+01 0.000000e+00 3.829782e-01
7.952525e+01 1.000000e+00 3.873180e-01
7.952525e+01 2.000000e+00 3.931672e-01
7.952525e+01 3.000000e+00 4.028108e-01
7.952525e+01 4.000000e+00 4.114423e-01
7.952525e+01 5.000000e+00 4.233170e-01
7.952525e+01 6.000000e+00 4.437395e-01
7.952525e+01 7.000000e+00 4.362686e-01
7.952525e+01 8.000000e+00 3.691606e-01
7.952525e+01 9.000000e+00 3.150345e-01
7.952525e+01 1.000000e+01 2.889810e-01
7.952525e+01 1.100000e+01 2.780352e-01
7.952525e+01 1.200000e+01 2.756373e-01
7.952525e+01 1.300000e+01 2.776748e-01
7.952525e+01 1.400000e+01 2.835465e-01
7.952525e+01 1.500000e+01 2.890077e-01
7.952525e+01 1.600000e+01 2.973183e-01
7.952525e+01 1.700000e+01 3.036326e-01
7.952525e+01 1.800000e+01 3.125670e-01
7.952525e+01 1.900000e+01 3.113301e-01
7.952525e+01 2.000000e+01 3.048516e-01
8.254545e+01 0.000000e+00 4.032219e-01
8.254545e+01 1.000000e+00 4.073802e-01
8.254545e+01 2.000000e+00 4.129356e-01
8.254545e+01 3.000000e+00 4.219010e-01
8.254545e+01 4.000000e+00 4.296934e-01
8.254545e+01 5.000000e+00 4.403445e-01
8.254545e+01 6.000000e+00 4.578230e-01
8.254545e+01 7.000000e+00 4.453892e-01
8.254545e+01 8.000000e+00 3.733583e-01
8.254545e+01 9.000000e+00 3.173065e-01
8.254545e+01 1.000000e+01 2.905593e-01
8.254545e+01 1.100000e+01 2.793052e-01
